ID,Industry code,Job title,ISCO-08 - Major,ISCO-08 - Minor,Years of experience,"Digital technology is an umbrella term for mobile, internet and computer-based products and solutions",Digital technology reduces the amount of time required to perform an action,Digital technology is about transferring data from one electronic device to the other,Digital Technology is everything electronic,Digital technology enables knowledge sharing across organisations.,Accounting/ financial management,"Make Bookings (Travel bookings, scheduling meetings, venue booking etc.)",Emailing,Making audio or video calls,Marketing,Printing and scanning,Designing,"Monitoring  (e.g. employees, production, security etc)",Research and development,Training,Filing,US12OTHERS,"The ability to manage and monitor my team, activities, projects etc., whilst not being physically presen",Improved communication tools,Ability to enhance the capacity to perform my job,Ability to do different tasks at once (Multi-tasking),Limited usage of paper (Paperless processes),Less time needed to perform my duties (Time-efficiency),Reduced workload,Improved safety of data,Easy access to content,Stock counting,Cost saving,Improved Customer interactions,Digital technology involves higher costs,"The instability of digital systems (systems going down, load shedding etc.)",Lack of human interactions,The threat of possible retrenchment,Adjusting to and learning new digital technology,Lack of required digital skills,Digital fraud and scamming,Lack of digital upgrade,Lack of required devices,Unavailability of data,"Management (CEOs, Directors, Managers, Supervisors etc.)",IT Department,Communication Department/ Marketing Department,Project coordinators,External stakeholders,Fellow colleagues,No-one,No idea,System Auditor,State-of-the art printers and scanners. Needed,Business WhatsApp. Needed,Hi-tech telephone. Needed,Faster computers and tablets. Needed,Digital filing. Needed,Mobile Applications.Needed,Block chain technology. Needed,Reliable internet. Needed,Smart boards. Needed,Software and web applications. Needed,Automated equipment. Needed,Voice over Internet protocol (VOIP). Needed,Video conferencing applications. Needed,Artificial intelligence. Needed,Faster Wi-Fi connection,Ultra-modern equipment (Upgrade current digital equipment/s),Artificial Intelligence,Internet of Things (IoT),Robots,Scanners,Tracking systems,Voice over internet protocol,No idea 2,"Ability to quickly learn new software (MS packages, accounting packages, designing packages etc.)",Computer literacy,Machine learning,Digital marketing,Artificial Intelligence 2,Developing a Website,The ability to use and understand digital media,My knowledge of digital technologies boosts my confidence,The digital skills that I have acquired open doors to more job opportunities,The usage of digital technologies makes me more knowledgeable,"With the usage of digital technology, I am now able to innovate at work",How much value does the knowledge of digital technology add to your qualification?,High school,In-house training,Peer-learning,Self-taught,Short courses,Tertiary education,Previous work experience,External training/workshops,I have No digital skills.,My organisation supports digital technology usage through accredited training (officially recognized or authorized),Digital technology is promoted through inhouse training in my organisation,My organisation does not have a support system to enhance digital skills,My organisation encourages self-development of staff when it comes to digital technology,Digital skills in my organisation are promoted through external training (trainings conducted outside the organisation),My organisation encourages the staff to acquire digital skills through online training,The use of digital technology exposes to potential financial loss.,The probability of data loss is higher when using digital technology,The possibility of getting scammed and robbed is higher when using digital technology,"Compared to traditional tools such as pen and paper, using digital technology creates more doubts",It takes too much time to learn how to use new digital technology than using traditional tools.,Digital technology is likely to cause me to lose control over the privacy of my personal data,The usage of digital technologies in the workplace is a waste of time,I am NOT interested in using digital skills in my workplace,I don’t see any additional value in using digital technology,The usage of digital technology is too complicated for me,"I can still use my traditional tools, there is no real need for digital technologies",Digital technologies limit my capacity as a human because everything is provided by machines,What is your gender?,What is your year of birth?,What is your highest education level (Only indicate the highest)?,Which racial group do you belong to?,How long have you been in the organisation?,Approximately how many employees work in your organisation?,AGE,understanding
280,E,Office Manager,Technicians and associate professionals,Business and administration associate professionals,"11,0",1,1,-1,-1,1,5,5,5,5,5,5,5,5,5,4,3,#NULL!,1,8,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,10,1,1,5,1,4,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,2,1,1,1,1,0,1,2,2,1,1,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,4,3,5,5,4,1,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,5,5,1,4,2,4,1,1,3,1,1,3,1,1,1,1,1,1,2,1986,3,2,2,5,33,1.00
281,E,Project Administration,Technicians and associate professionals,Business and administration associate professionals,"25,0",1,1,1,-1,1,4,5,5,4,4,3,3,2,4,2,4,#NULL!,10,10,10,10,10,10,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,9,5,5,5,5,10,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,4,4,3,4,3,#NULL!,1,#NULL!,1,1,#NULL!,1,1,#NULL!,4,3,3,4,4,4,4,4,4,2,2,3,1,1,1,1,1,1,2,1956,4,2,"9,0",65,63,3.00
282,E,HR/Payroll - Creditors,Clerical support workers,Numerical and material recording clerks,"11,0",1,1,1,-1,1,5,5,5,5,5,5,5,5,5,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,10,10,10,5,10,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,1,2,1,1,1,1,0,1,2,1,0,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,#NULL!,1,#NULL!,4,4,4,4,4,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,5,5,5,5,5,5,3,4,4,4,3,3,2,2,2,2,3,3,2,1966,4,2,"11,0",75,53,3.00
283,E,Front line,Clerical support workers,Customer services clerks,"7,0",1,1,1,-1,1,5,5,5,4,4,3,2,2,1,2,4,#NULL!,8,7,8,7,6,8,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,7,4,6,5,6,9,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,1,#NULL!,#NULL!,1,#NULL!,4,4,4,4,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,4,4,4,3,3,3,3,2,2,3,1,1,1,1,1,1,2,1989,3,3,"1,0",70,30,3.00
284,E,Administrator,Clerical support workers,Other clerical support workers,"11,0",1,1,1,-1,1,5,5,5,2,2,5,2,2,2,2,5,#NULL!,8,8,8,6,6,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,8,8,8,7,7,7,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,1,1,1,1,#NULL!,#NULL!,#NULL!,4,4,4,4,3,1,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,2,1975,4,4,"11,0",25000,44,3.00
285,E,Librarian,Professionals,"Legal, social and cultural professionals","9,0",1,1,1,-1,1,5,4,5,4,4,5,2,2,5,4,5,#NULL!,10,10,10,10,7,8,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,10,7,1,10,7,8,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,1,0,1,2,2,0,0,1,1,#NULL!,1,1,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,5,4,5,5,4,1,1,1,1,#NULL!,1,1,#NULL!,#NULL!,3,3,4,3,2,2,3,3,1,2,2,3,1,1,1,1,2,2,2,1992,5,4,9,3,27,3.00
286,F,quantity surveyor,Professionals,Science and engineering professionals,"1,0",1,1,1,-1,1,4,4,5,3,4,5,5,4,5,5,5,#NULL!,6,7,8,9,9,9,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,7,4,8,6,7,10,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,1,1,0,1,2,1,2,1,2,0,1,#NULL!,1,1,#NULL!,1,1,#NULL!,#NULL!,1,1,#NULL!,1,1,#NULL!,#NULL!,5,4,5,4,4,1,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,4,5,4,5,5,4,4,4,3,4,5,4,4,2,2,2,2,2,2,1988,4,1,1,200,31,3.00
287,F,Managing Director,Managers,"Chief executives, senior officials and legislators","5,0",1,1,1,-1,1,5,5,4,4,5,4,5,3,5,3,4,#NULL!,8,10,9,9,10,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,9,5,9,10,10,8,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,1,2,1,0,1,2,1,2,2,2,0,0,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,1,#NULL!,5,4,5,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,5,3,4,4,3,3,3,3,4,2,4,2,2,1,1,1,1,2,1,1992,4,1,5,3,27,3.00
288,F,Sales assistant,Service and sales workers,Sales workers,"1,0",1,1,-1,-1,1,2,5,5,4,5,4,5,4,5,4,5,#NULL!,10,10,9,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,4,6,10,10,5,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,#NULL!,1,#NULL!,1,1,1,#NULL!,1,#NULL!,#NULL!,1,1,1,1,4,4,5,5,4,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,4,3,2,4,4,4,4,1,2,2,1,1,1,1,1,1,2,4,1,1996,4,1,1,90,23,1.00
289,F,Construction worker,Craft and related trades workers,"Building and related trades workers, excluding electricians","3,0",1,1,1,-1,1,3,3,3,1,3,3,3,3,3,2,3,#NULL!,4,7,7,8,6,5,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,4,5,7,5,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,#NULL!,1,1,1,#NULL!,1,1,1,1,1,#NULL!,1,1,1,1,1,4,1,1,1,1,#NULL!,#NULL!,1,1,#NULL!,1,3,2,3,4,3,4,3,3,2,3,1,1,1,1,1,3,1,2,1998,3,1,"3,0",60,21,3.00
290,F,CEO,Managers,"Chief executives, senior officials and legislators","15,0",1,1,1,-1,1,5,4,5,5,4,4,5,5,5,4,3,#NULL!,9,8,7,6,5,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,7,7,4,4,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,#NULL!,2,0,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,#NULL!,#NULL!,1,1,1,#NULL!,1,#NULL!,4,4,4,4,3,#NULL!,#NULL!,1,#NULL!,1,1,1,1,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,5,4,4,1,1988,3,1,15,50,31,3.00
291,F,bricklayer,Craft and related trades workers,"Building and related trades workers, excluding electricians","4,0",1,1,1,-1,1,4,4,5,5,4,4,4,4,5,2,4,#NULL!,7,9,9,7,8,9,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,3,6,6,7,7,5,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,0,1,2,1,1,2,1,1,1,1,2,0,2,1,1,1,1,#NULL!,1,1,1,#NULL!,#NULL!,1,1,1,#NULL!,1,#NULL!,4,3,2,4,3,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,2,4,4,2,3,3,3,2,2,2,2,1,2,1,2,1,1991,4,1,4,70,28,3.00
292,F,Sales assistant,Service and sales workers,Sales workers,"2,0",1,1,1,-1,1,2,5,5,4,5,4,5,4,5,4,5,#NULL!,10,10,9,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,5,7,9,9,6,2,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1,2,2,2,1,1,2,0,0,1,0,1,1,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1,1,4,4,5,5,4,1,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,4,3,2,4,4,4,2,1,2,3,2,1,1,1,1,1,2,4,1,1997,4,1,1,#NULL!,22,3.00
293,F,Receptionist,Clerical support workers,Customer services clerks,"9,0",1,1,1,-1,1,2,1,5,1,1,5,1,2,5,1,5,#NULL!,1,10,10,8,10,9,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,10,9,6,2,3,10,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,2,1,1,1,0,1,0,1,0,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,5,4,5,4,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,4,1,1,1,1,1,1,2,5,2,3,4,2,2,2,1,2,1,2,1979,4,1,9,400,40,3.00
294,F,Clerk,Clerical support workers,General and keyboard clerks,"2,0",1,1,1,-1,1,5,5,5,5,5,5,5,4,5,5,4,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,8,10,9,8,10,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,#NULL!,1,1,1,#NULL!,1,1,1,1,1,1,1,5,5,5,5,4,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,2,5,4,5,1,4,5,5,1,1,1,1,1,1,1,1,1,2,1984,4,1,"2,0",5000,35,3.00
295,F,Candidate Draughtsman,Craft and related trades workers,"Building and related trades workers, excluding electricians","18,0",1,1,-1,-1,1,2,2,5,2,5,5,5,1,2,2,5,#NULL!,1,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,5,5,5,5,5,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,2,0,2,2,1,1,0,1,0,1,0,0,0,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,1,1,5,4,4,4,4,1,#NULL!,1,1,#NULL!,1,#NULL!,1,#NULL!,3,3,3,3,3,3,3,4,4,2,1,3,1,1,1,1,1,1,2,1981,5,2,"12,0",2,38,1.00
296,F,Administrator,Clerical support workers,Other clerical support workers,"10,0",1,1,1,-1,1,5,5,5,5,5,5,5,2,2,3,5,#NULL!,3,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,8,4,5,3,3,6,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,4,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,5,5,1,1,3,1,4,3,4,2,1,1,1,1,1,1,2,1979,4,2,"10,0",50,40,3.00
297,F,Consultant,Technicians and associate professionals,Business and administration associate professionals,"1,0",1,1,1,-1,1,5,5,5,5,4,5,3,4,3,4,2,#NULL!,9,9,9,10,7,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,10,10,5,9,10,10,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,1,0,1,2,1,1,2,1,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,1,1,#NULL!,1,#NULL!,#NULL!,1,4,4,4,4,4,#NULL!,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,5,5,2,4,4,3,2,4,3,2,2,3,2,2,2,2,2,2,1,1997,5,2,"1,0",15,22,3.00
298,F,Carpenter /joiner,Craft and related trades workers,"Building and related trades workers, excluding electricians","23,0",1,-1,1,0,1,2,1,3,2,2,2,1,1,2,1,1,#NULL!,1,1,2,1,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,2,2,2,10,10,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,1,2,2,0,2,0,2,0,0,0,0,0,0,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,#NULL!,1,3,3,4,4,1,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,5,4,4,2,4,5,5,5,5,3,4,5,5,5,4,4,1,1974,3,2,"5,0",3,45,2.00
299,F,Accountant,Professionals,Business and administration professionals,"20,0",1,1,1,-1,1,5,5,5,4,3,5,3,4,4,3,6,#NULL!,10,9,10,10,10,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,6,4,8,4,4,5,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,2,1,1,1,0,1,1,1,1,1,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,5,5,5,5,3,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,2,5,5,5,4,4,4,3,1,4,1,1,1,1,3,1,2,1975,6,4,3,500,44,3.00
82,G,Employee,Other,Employee,2,1,-1,1,-1,1,4,4,4,5,4,4,4,4,1,1,1,#NULL!,10,8,8,9,10,10,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,10,10,10,5,4,5,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,4,4,4,4,4,0,0,0,0,1,0,0,0,0,4,2,2,3,3,2,3,2,2,3,3,3,1,1,1,1,1,4,2,1988,3,1,2,15,31,1.00
83,G,Sales Man,Service and sales workers,Sales workers,5,1,1,1,-1,1,2,2,4,2,5,5,4,2,2,2,2,#NULL!,6,6,6,8,10,8,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,10,6,4,4,4,8,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,3,3,3,3,0,0,0,0,1,0,0,0,0,3,2,4,4,4,3,4,4,4,3,3,3,1,1,1,2,3,3,1,1975,5,1,5,3,44,3.00
84,G,Cashier,Service and sales workers,Sales workers,3,1,1,1,-1,1,5,5,4,4,4,5,3,4,4,4,4,#NULL!,7,7,6,8,6,6,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,8,4,6,4,3,8,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,4,4,4,4,1,1,1,0,1,0,0,0,0,5,5,2,4,2,3,4,5,5,3,3,3,1,2,2,2,2,3,2,1987,4,1,3,30,32,3.00
85,G,Assistant Manager,Technicians and associate professionals,Business and administration associate professionals,4,1,1,1,-1,1,5,5,5,4,4,5,3,3,3,2,4,#NULL!,8,6,6,8,8,6,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,10,3,7,5,5,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,4,3,5,3,3,0,1,0,0,1,0,0,0,0,2,4,1,3,3,2,3,4,3,2,1,1,1,1,1,1,1,2,2,#NULL!,5,1,2,14,#NULL!,3.00
86,G,Employee,Other,Employee,1,1,1,-1,-1,1,4,1,1,1,3,3,5,3,3,3,3,#NULL!,9,8,10,10,10,6,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,8,8,10,7,8,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,1,0,0,0,1,2,2,1,1,1,2,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2,5,4,0,0,0,0,0,0,1,0,0,0,2,4,2,3,3,3,4,5,4,2,3,3,2,1,1,1,2,3,1,1997,4,1,1,14,22,1.00
87,G,Employee,Other,Employee,1,1,1,1,-1,1,5,5,5,5,5,5,3,4,3,5,5,#NULL!,10,10,10,7,10,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,9,8,3,3,3,9,#NULL!,#NULL!,#NULL!,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,5,5,5,4,0,1,0,0,1,0,0,0,0,4,4,2,2,3,3,4,4,5,3,4,3,1,1,1,2,2,3,1,1983,3,1,1,22,36,3.00
88,G,Consultant,Technicians and associate professionals,Business and administration associate professionals,2,1,1,1,-1,1,4,4,3,3,3,5,3,3,3,3,5,#NULL!,6,8,10,8,10,6,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,10,6,7,2,2,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,4,4,2,3,3,3,3,3,4,3,4,4,1,1,1,1,1,3,2,1993,4,1,2,#NULL!,26,3.00
89,G,Sales Consultant,Service and sales workers,Sales workers,1,1,1,1,-1,1,5,5,4,4,3,5,1,4,5,5,5,#NULL!,10,7,5,10,10,5,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,7,7,8,10,5,10,#NULL!,#NULL!,#NULL!,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,3,3,0,1,0,0,0,0,0,0,0,4,4,2,4,4,4,3,5,5,3,1,5,1,1,1,1,3,3,1,#NULL!,3,1,1,5,#NULL!,3.00
90,G,Cashier,Service and sales workers,Sales workers,5,1,-1,-1,-1,1,5,5,4,3,3,3,3,3,3,3,3,#NULL!,6,6,5,8,9,9,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,3,4,4,4,5,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,0,0,0,1,0,0,0,0,0,3,4,3,2,3,3,4,4,4,1,1,1,2,3,2,2,2,1,2,1995,3,1,5,31,24,1.00
91,G,Employee,Other,Employee,3,1,-1,1,-1,1,5,5,3,4,3,5,2,3,4,4,5,#NULL!,7,8,6,7,6,6,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,3,2,2,2,6,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,2,1,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,3,4,3,3,3,3,4,4,3,3,2,3,2,3,3,2,3,2,2,1994,3,1,2,31,25,1.00
92,G,Cashier,Service and sales workers,Sales workers,1,1,1,1,-1,1,4,4,4,2,3,4,2,4,2,4,4,#NULL!,10,5,9,8,7,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,10,4,3,3,2,6,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,5,5,4,4,0,1,0,1,0,0,0,0,0,3,5,3,3,3,3,4,3,3,3,2,3,2,2,2,2,2,4,1,1990,3,1,1,14,29,3.00
93,G,Employee,Other,Employee,6,1,1,1,-1,1,4,5,3,3,3,4,3,4,2,4,4,#NULL!,5,6,7,5,5,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,10,7,8,8,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,2,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,3,3,4,1,1,0,0,1,0,0,0,0,3,4,3,2,2,3,3,2,3,3,1,2,2,1,3,3,2,1,2,1983,4,1,6,#NULL!,36,3.00
94,G,Till Operator,Service and sales workers,Sales workers,1,1,1,1,0,1,4,2,5,6,4,5,2,3,4,4,3,#NULL!,9,10,4,10,2,8,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,2,3,1,4,2,9,#NULL!,#NULL!,#NULL!,1,1,0,0,1,1,0,0,0,0,1,2,1,2,1,0,1,2,2,2,2,2,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3,3,4,4,4,1,0,1,1,0,0,1,0,0,3,3,2,4,3,2,3,3,4,2,3,2,2,2,2,2,2,3,2,1997,3,1,1,800,22,4.00
95,G,Opps,Professionals,Business and administration professionals,5,1,1,1,-1,1,5,3,5,5,5,5,4,5,2,3,3,#NULL!,7,10,10,8,9,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,5,5,9,8,7,9,#NULL!,#NULL!,#NULL!,1,1,0,1,1,0,0,0,0,0,1,2,1,2,1,2,2,0,2,2,2,2,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,3,3,1,4,4,1,0,1,0,0,1,1,0,0,3,3,3,4,2,2,3,3,4,3,4,2,2,2,2,2,3,3,1,1990,4,1,5,900,29,3.00
